ds_id,Dataset title,variable,unit,israster,unit_mod,type_of_data,class_of_data
27,S2BIOM: Biomass supply,UD01 : Biowaste as part of integrally collected municipal waste: Biodegradable waste of not separately collected municipal  waste (excluding textile and paper),kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD01 : Black liquor,kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD01 : Cardoon (Perennial crop),kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD01 : Cereal bran,kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD01 : Cereals straw,kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD01 : Giant reed (Perennial grass),kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD01 : Hazardous post consumer wood,kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD01 : Logging residues from final fellings originating from conifer trees,kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD01 : Logging residues from final fellings originating from nonconifer trees,kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD01 : Logging residues from thinnings from conifer trees,kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD01 : Logging residues from thinnings from nonconifer trees,kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD01 : Maize stover,kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD01 : Miscanthus (Perennial grass),kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD01 : Non hazardous post consumer wood,kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD01 : Oil seed rape straw,kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD01 : Other SRC,kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD01 : Reed Canary Grass (Perennial grass),kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD01 : Residues from further woodprocessing,kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD01 : Residues industries producing semi finished wood based panels ,kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD01 : Rice straw,kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD01 : Sawdust from sawmills from conifers,kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD01 : Sawdust from sawmills from nonconifers,kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,"UD01 : Sawmill residues: excluding sawdust, conifers",kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,"UD01 : Sawmill residues: excluding sawdust, nonconifers",kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD01 : Separately collected biowaste: Biodegradable waste of separately collected municipal  waste (excluding textile and paper),kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD01 : SRC Willow,kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD01 : Stemwood from final fellings originating from conifer trees,kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD01 : Stemwood from final fellings originating from nonconifer trees,kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD01 : Stemwood from thinnings originating from conifer trees,kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD01 : Stemwood from thinnings originating from nonconifer trees,kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD01 : Stumps from final fellings originating from conifer trees,kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD01 : Stumps from final fellings originating from nonconifer trees,kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD01 : Sugarbeet leaves,kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD01 : Sunflower straw,kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD01 : Switchgrass (Perennial grass),kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD02 : Logging residues from final fellings originating from conifer trees,kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD02 : Logging residues from final fellings originating from nonconifer trees,kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD02 : Logging residues from thinnings from conifer trees,kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD02 : Logging residues from thinnings from nonconifer trees,kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD02 : Residues industries producing semi finished wood based panels ,kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD02 : Sawdust from sawmills from conifers,kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD02 : Sawdust from sawmills from nonconifers,kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,"UD02 : Sawmill residues: excluding sawdust, conifers",kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,"UD02 : Sawmill residues: excluding sawdust, nonconifers",kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD02 : Stemwood from final fellings originating from conifer trees,kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD02 : Stemwood from final fellings originating from nonconifer trees,kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD02 : Stemwood from thinnings originating from conifer trees,kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD02 : Stemwood from thinnings originating from nonconifer trees,kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD02 : Stumps from final fellings originating from conifer trees,kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD02 : Stumps from final fellings originating from nonconifer trees,kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD03 : Logging residues from final fellings originating from conifer trees,kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD03 : Logging residues from final fellings originating from nonconifer trees,kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD03 : Logging residues from thinnings from conifer trees,kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD03 : Logging residues from thinnings from nonconifer trees,kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD03 : Stemwood from final fellings originating from conifer trees,kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD03 : Stemwood from final fellings originating from nonconifer trees,kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD03 : Stemwood from thinnings originating from conifer trees,kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD03 : Stemwood from thinnings originating from nonconifer trees,kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD04 : Logging residues from final fellings originating from conifer trees,kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD04 : Logging residues from final fellings originating from nonconifer trees,kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD04 : Logging residues from thinnings from conifer trees,kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD04 : Logging residues from thinnings from nonconifer trees,kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD04 : Stemwood from final fellings originating from conifer trees,kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD04 : Stemwood from final fellings originating from nonconifer trees,kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD04 : Stemwood from thinnings originating from conifer trees,kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD04 : Stemwood from thinnings originating from nonconifer trees,kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD05 : Logging residues from final fellings originating from conifer trees,kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD05 : Logging residues from final fellings originating from nonconifer trees,kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD05 : Logging residues from thinnings from conifer trees,kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD05 : Logging residues from thinnings from nonconifer trees,kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD05 : Stemwood from final fellings originating from conifer trees,kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD05 : Stemwood from final fellings originating from nonconifer trees,kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD05 : Stemwood from thinnings originating from conifer trees,kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD05 : Stemwood from thinnings originating from nonconifer trees,kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD05 : Stumps from final fellings originating from conifer trees,kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD05 : Stumps from final fellings originating from nonconifer trees,kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD06 : Logging residues from final fellings originating from conifer trees,kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD06 : Logging residues from final fellings originating from nonconifer trees,kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD06 : Logging residues from thinnings from conifer trees,kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD06 : Logging residues from thinnings from nonconifer trees,kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD06 : Stemwood from final fellings originating from conifer trees,kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD06 : Stemwood from final fellings originating from nonconifer trees,kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD06 : Stemwood from thinnings originating from conifer trees,kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD06 : Stemwood from thinnings originating from nonconifer trees,kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD06 : Stumps from final fellings originating from conifer trees,kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD06 : Stumps from final fellings originating from nonconifer trees,kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD07 : Logging residues from final fellings originating from conifer trees,kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD07 : Logging residues from final fellings originating from nonconifer trees,kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD07 : Logging residues from thinnings from conifer trees,kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD07 : Logging residues from thinnings from nonconifer trees,kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD07 : Stemwood from final fellings originating from conifer trees,kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD07 : Stemwood from final fellings originating from nonconifer trees,kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD07 : Stemwood from thinnings originating from conifer trees,kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD07 : Stemwood from thinnings originating from nonconifer trees,kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD08 : Logging residues from final fellings originating from conifer trees,kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD08 : Logging residues from final fellings originating from nonconifer trees,kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD08 : Logging residues from thinnings from conifer trees,kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD08 : Logging residues from thinnings from nonconifer trees,kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD08 : Stemwood from final fellings originating from conifer trees,kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD08 : Stemwood from final fellings originating from nonconifer trees,kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD08 : Stemwood from thinnings originating from conifer trees,kton dry mass,FALSE,kt,biomass,environmental
27,S2BIOM: Biomass supply,UD08 : Stemwood from thinnings originating from nonconifer trees,kton dry mass,FALSE,kt,biomass,environmental
28,HotMaps: Building stock analysis,BUILDING | Area | Constructed area [Mm²],Mm²,FALSE,Mm2,built_env,buildings
28,HotMaps: Building stock analysis,BUILDING | Area | Cooled area [Mm²],Mm²,FALSE,Mm2,built_env,buildings
28,HotMaps: Building stock analysis,BUILDING | Area | Covered area: heated  [Mm²],Mm²,FALSE,Mm2,built_env,buildings
28,HotMaps: Building stock analysis,BUILDING | Area | Heated area [Mm²],Mm²,FALSE,Mm2,built_env,buildings
28,HotMaps: Building stock analysis,BUILDING | Area | Number of buildings [Mil.],1e6 dimensionless,FALSE,Number,built_env,buildings
28,HotMaps: Building stock analysis,BUILDING | Area | Number of dwellings/units [Mil.],1e6 dimensionless,FALSE,Number,built_env,buildings
28,HotMaps: Building stock analysis,BUILDING | Construction features (U-value) | Floor,dimensionless,FALSE,W/(m2 K),built_env,buildings
28,HotMaps: Building stock analysis,BUILDING | Construction features (U-value) | Roof,dimensionless,FALSE,W/(m2 K),built_env,buildings
28,HotMaps: Building stock analysis,BUILDING | Construction features (U-values) | Floor,dimensionless,FALSE,W/(m2 K),built_env,buildings
28,HotMaps: Building stock analysis,BUILDING | Construction features (U-values) | Floor ,dimensionless,FALSE,W/(m2 K),built_env,buildings
28,HotMaps: Building stock analysis,BUILDING | Construction features (U-values) | Roof,dimensionless,FALSE,W/(m2 K),built_env,buildings
28,HotMaps: Building stock analysis,BUILDING | Construction features (U-values) | Roof ,dimensionless,FALSE,W/(m2 K),built_env,buildings
28,HotMaps: Building stock analysis,BUILDING | Construction features (U-values) | Walls,dimensionless,FALSE,W/(m2 K),built_env,buildings
28,HotMaps: Building stock analysis,BUILDING | Construction features (U-values) | Walls ,dimensionless,FALSE,W/(m2 K),built_env,buildings
28,HotMaps: Building stock analysis,BUILDING | Construction features (U-values) | Windows,dimensionless,FALSE,W/(m2 K),built_env,buildings
28,HotMaps: Building stock analysis,BUILDING | Construction features (U-values) | Windows ,dimensionless,FALSE,W/(m2 K),built_env,buildings
28,HotMaps: Building stock analysis,BUILDING | Construction features (U-value) | Walls,dimensionless,FALSE,W/(m2 K),built_env,buildings
28,HotMaps: Building stock analysis,BUILDING | Construction features (U-value) | Windows,dimensionless,FALSE,W/(m2 K),built_env,buildings
28,HotMaps: Building stock analysis,BUILDING | Occupancy | Occupied [Mil.],1e6 dimensionless,FALSE,Number,built_env,buildings
28,HotMaps: Building stock analysis,BUILDING | Occupancy | Secondary dwellings/ units and others [Mil.],1e6 dimensionless,FALSE,Number,built_env,buildings
28,HotMaps: Building stock analysis,BUILDING | Occupancy | Vacant [Mil.],1e6 dimensionless,FALSE,Number,built_env,buildings
28,HotMaps: Building stock analysis,BUILDING | Tenure/ownership status and distribution | Owner occupied -  dwellings/units  [Mil.],1e6 dimensionless,FALSE,Number,built_env,buildings
28,HotMaps: Building stock analysis,BUILDING | Tenure/ownership status and distribution | Private rented  -  dwellings/units [Mil.],1e6 dimensionless,FALSE,Number,built_env,buildings
28,HotMaps: Building stock analysis,BUILDING | Tenure/ownership status and distribution | Social housing  -  dwellings/units [Mil.],1e6 dimensionless,FALSE,Number,built_env,buildings
28,HotMaps: Building stock analysis,BUILDING | Tenure/ownership status and distribution | Social housing  -  dwellings/units [MIl.],1e6 dimensionless,FALSE,Number,built_env,buildings
28,HotMaps: Building stock analysis,DHW | boiler | condensing,dimensionless,FALSE,dimensionless,built_env,buildings
28,HotMaps: Building stock analysis,DHW | boiler | non-condensing,dimensionless,FALSE,dimensionless,built_env,buildings
28,HotMaps: Building stock analysis,DHW | central | None,dimensionless,FALSE,dimensionless,built_env,buildings
28,HotMaps: Building stock analysis,DHW | Combined | None,dimensionless,FALSE,dimensionless,built_env,buildings
28,HotMaps: Building stock analysis,DHW |  district heating | None,dimensionless,FALSE,dimensionless,built_env,buildings
28,HotMaps: Building stock analysis,DHW | electricity | None,dimensionless,FALSE,dimensionless,built_env,buildings
28,HotMaps: Building stock analysis,DHW | fossil fuels | gas,dimensionless,FALSE,dimensionless,built_env,buildings
28,HotMaps: Building stock analysis,DHW | fossil fuels | liquid,dimensionless,FALSE,dimensionless,built_env,buildings
28,HotMaps: Building stock analysis,DHW | heat pump | None,dimensionless,FALSE,dimensionless,built_env,buildings
28,HotMaps: Building stock analysis,DHW | individual | None,dimensionless,FALSE,dimensionless,built_env,buildings
28,HotMaps: Building stock analysis,DHW | Solar collectors | None,dimensionless,FALSE,dimensionless,built_env,buildings
28,HotMaps: Building stock analysis,ENERGY | Final energy consumption | Domestic hot water [kWh/m² year],kWh/m²/year,FALSE,kWh/m2,en_consumption,energy_cons
28,HotMaps: Building stock analysis,ENERGY | Final energy consumption | Space cooling [kWh/m² year],kWh/m²/year,FALSE,kWh/m2,en_consumption,energy_cons
28,HotMaps: Building stock analysis,ENERGY | Final energy consumption | Space heating [kWh/m² year],kWh/m²/year,FALSE,kWh/m2,en_consumption,energy_cons
28,HotMaps: Building stock analysis,ENERGY | Total final energy consumption | Space cooling [TWh/year],TWh/year,FALSE,TWh,en_consumption,energy_cons
28,HotMaps: Building stock analysis,ENERGY | Total final energy consumption | Space heating+Domestic hot water [TWh/year],TWh/year,FALSE,TWh,en_consumption,energy_cons
28,HotMaps: Building stock analysis,ENERGY | Total useful energy demand | Space cooling [TWh/year],TWh/year,FALSE,TWh,en_demand,energy_dem
28,HotMaps: Building stock analysis,ENERGY | Total useful energy demand | Space heating+Domestic hot water [TWh/year],TWh/year,FALSE,TWh,en_demand,energy_dem
28,HotMaps: Building stock analysis,ENERGY | Useful energy demand | Domestic hot water  [kWh/m² year],kWh/m²/year,FALSE,kWh/m2,en_demand,energy_dem
28,HotMaps: Building stock analysis,ENERGY | Useful energy demand | Space cooling [kWh/m² year],kWh/m²/year,FALSE,kWh/m2,en_demand,energy_dem
28,HotMaps: Building stock analysis,ENERGY | Useful energy demand | Space heating [kWh/m² year],kWh/m²/year,FALSE,kWh/m2,en_demand,energy_dem
28,HotMaps: Building stock analysis,FLOOR | construction material | concrete,dimensionless,FALSE,%,built_env,buildings
28,HotMaps: Building stock analysis,FLOOR | construction material | concrete + bricks,dimensionless,FALSE,%,built_env,buildings
28,HotMaps: Building stock analysis,FLOOR | construction material | other,dimensionless,FALSE,%,built_env,buildings
28,HotMaps: Building stock analysis,FLOOR | construction material | wood,dimensionless,FALSE,%,built_env,buildings
28,HotMaps: Building stock analysis,FLOOR | construction methodology | concrete slab,dimensionless,FALSE,%,built_env,buildings
28,HotMaps: Building stock analysis,FLOOR | construction methodology | None,dimensionless,FALSE,%,built_env,buildings
28,HotMaps: Building stock analysis,FLOOR | construction methodology | other,dimensionless,FALSE,%,built_env,buildings
28,HotMaps: Building stock analysis,FLOOR | construction methodology | wooden floor (rafters + boards),dimensionless,FALSE,%,built_env,buildings
28,HotMaps: Building stock analysis,ROOF | construction material | concrete,dimensionless,FALSE,%,built_env,buildings
28,HotMaps: Building stock analysis,ROOF | construction material | concrete + bricks,dimensionless,FALSE,%,built_env,buildings
28,HotMaps: Building stock analysis,ROOF | construction material | flat roof,dimensionless,FALSE,%,built_env,buildings
28,HotMaps: Building stock analysis,ROOF | construction material | None,dimensionless,FALSE,%,built_env,buildings
28,HotMaps: Building stock analysis,ROOF | construction material | tilted roof,dimensionless,FALSE,%,built_env,buildings
28,HotMaps: Building stock analysis,ROOF | construction material | wood,dimensionless,FALSE,%,built_env,buildings
28,HotMaps: Building stock analysis,SPACE COOLING | no space cooling | None,dimensionless,FALSE,dimensionless,built_env,buildings
28,HotMaps: Building stock analysis,SPACE COOLING | space cooling | None,dimensionless,FALSE,dimensionless,built_env,buildings
28,HotMaps: Building stock analysis,SPACE HEATING | biomass | None,dimensionless,FALSE,dimensionless,built_env,buildings
28,HotMaps: Building stock analysis,SPACE HEATING | boiler | condensing,dimensionless,FALSE,dimensionless,built_env,buildings
28,HotMaps: Building stock analysis,SPACE HEATING | boiler | non-condensing,dimensionless,FALSE,dimensionless,built_env,buildings
28,HotMaps: Building stock analysis,SPACE HEATING | central | None,dimensionless,FALSE,dimensionless,built_env,buildings
28,HotMaps: Building stock analysis,SPACE HEATING | combined | None,dimensionless,FALSE,dimensionless,built_env,buildings
28,HotMaps: Building stock analysis,SPACE HEATING |  district heating | None,dimensionless,FALSE,dimensionless,built_env,buildings
28,HotMaps: Building stock analysis,SPACE HEATING | electric heating | None,dimensionless,FALSE,dimensionless,built_env,buildings
28,HotMaps: Building stock analysis,SPACE HEATING | electricity | None,dimensionless,FALSE,dimensionless,built_env,buildings
28,HotMaps: Building stock analysis,SPACE HEATING | fossil fuels | gas,dimensionless,FALSE,dimensionless,built_env,buildings
28,HotMaps: Building stock analysis,SPACE HEATING | fossil fuels | liquid,dimensionless,FALSE,dimensionless,built_env,buildings
28,HotMaps: Building stock analysis,SPACE HEATING | fossil fuels | solid,dimensionless,FALSE,dimensionless,built_env,buildings
28,HotMaps: Building stock analysis,SPACE HEATING | heat pump | None,dimensionless,FALSE,dimensionless,built_env,buildings
28,HotMaps: Building stock analysis,SPACE HEATING | individual | None,dimensionless,FALSE,dimensionless,built_env,buildings
28,HotMaps: Building stock analysis,SPACE HEATING | stove | None,dimensionless,FALSE,dimensionless,built_env,buildings
28,HotMaps: Building stock analysis,WALLS | construction material | brick,dimensionless,FALSE,%,built_env,buildings
28,HotMaps: Building stock analysis,WALLS | construction material | concrete,dimensionless,FALSE,%,built_env,buildings
28,HotMaps: Building stock analysis,WALLS | construction material | other,dimensionless,FALSE,%,built_env,buildings
28,HotMaps: Building stock analysis,WALLS | construction material | wood,dimensionless,FALSE,%,built_env,buildings
28,HotMaps: Building stock analysis,WALLS | construction methodology | cavity wall,dimensionless,FALSE,%,built_env,buildings
28,HotMaps: Building stock analysis,WALLS | construction methodology | honeycomb bricks / hollow blocks wall,dimensionless,FALSE,%,built_env,buildings
28,HotMaps: Building stock analysis,WALLS | construction methodology | None,dimensionless,FALSE,%,built_env,buildings
28,HotMaps: Building stock analysis,WALLS | construction methodology | other,dimensionless,FALSE,%,built_env,buildings
28,HotMaps: Building stock analysis,WALLS | construction methodology | solid wall,dimensionless,FALSE,%,built_env,buildings
28,HotMaps: Building stock analysis,WINDOWS | construction material | aluminium,dimensionless,FALSE,%,built_env,buildings
28,HotMaps: Building stock analysis,WINDOWS | construction material | synthetic / pvc,dimensionless,FALSE,%,built_env,buildings
28,HotMaps: Building stock analysis,WINDOWS | construction material | wood,dimensionless,FALSE,%,built_env,buildings
28,HotMaps: Building stock analysis,WINDOWS | construction methodology | double glazing,dimensionless,FALSE,%,built_env,buildings
28,HotMaps: Building stock analysis,WINDOWS | construction methodology | None,dimensionless,FALSE,%,built_env,buildings
28,HotMaps: Building stock analysis,WINDOWS | construction methodology | single glazing,dimensionless,FALSE,%,built_env,buildings
28,HotMaps: Building stock analysis,WINDOWS | construction methodology | triple glazing,dimensionless,FALSE,%,built_env,buildings
29,H2020 SET-Nav: Detailed scenario results for energy demand by the INVERT/EE-Lab model ,final energy demand,GWh,FALSE,GWh,en_demand,energy_dem
30,Fuel consumption and technologies used in the heating/cooling sector,Final Energy | Cooling,TWh,FALSE,TWh,en_consumption,energy_cons
30,Fuel consumption and technologies used in the heating/cooling sector,Final Energy | Heating,TWh,FALSE,TWh,en_consumption,energy_cons
30,Fuel consumption and technologies used in the heating/cooling sector,Final Energy | Process cooling,TWh,FALSE,TWh,en_consumption,energy_cons
30,Fuel consumption and technologies used in the heating/cooling sector,Final Energy | Process heating,TWh,FALSE,TWh,en_consumption,energy_cons
30,Fuel consumption and technologies used in the heating/cooling sector,Final Energy | Space cooling,TWh,FALSE,TWh,en_consumption,energy_cons
30,Fuel consumption and technologies used in the heating/cooling sector,Final Energy | Space heating,TWh,FALSE,TWh,en_consumption,energy_cons
30,Fuel consumption and technologies used in the heating/cooling sector,Final Energy | Total Heating and Cooling,TWh,FALSE,TWh,en_consumption,energy_cons
30,Fuel consumption and technologies used in the heating/cooling sector,Final Energy | Water heating,TWh,FALSE,TWh,en_consumption,energy_cons
30,Fuel consumption and technologies used in the heating/cooling sector,Primary Energy | Cooling,TWh,FALSE,TWh,en_consumption,energy_cons
30,Fuel consumption and technologies used in the heating/cooling sector,Primary Energy | Heating,TWh,FALSE,TWh,en_consumption,energy_cons
30,Fuel consumption and technologies used in the heating/cooling sector,Primary Energy | Process cooling,TWh,FALSE,TWh,en_consumption,energy_cons
30,Fuel consumption and technologies used in the heating/cooling sector,Primary Energy | Process heating,TWh,FALSE,TWh,en_consumption,energy_cons
30,Fuel consumption and technologies used in the heating/cooling sector,Primary Energy | Space cooling,TWh,FALSE,TWh,en_consumption,energy_cons
30,Fuel consumption and technologies used in the heating/cooling sector,Primary Energy | Space heating,TWh,FALSE,TWh,en_consumption,energy_cons
30,Fuel consumption and technologies used in the heating/cooling sector,Primary Energy | Total Heating and Cooling,TWh,FALSE,TWh,en_consumption,energy_cons
30,Fuel consumption and technologies used in the heating/cooling sector,Primary Energy | Water heating,TWh,FALSE,TWh,en_consumption,energy_cons
30,Fuel consumption and technologies used in the heating/cooling sector,Useful Energy | Cooling,TWh,FALSE,TWh,en_consumption,energy_cons
30,Fuel consumption and technologies used in the heating/cooling sector,Useful Energy | Heating,TWh,FALSE,TWh,en_consumption,energy_cons
30,Fuel consumption and technologies used in the heating/cooling sector,Useful Energy | Process cooling,TWh,FALSE,TWh,en_consumption,energy_cons
30,Fuel consumption and technologies used in the heating/cooling sector,Useful Energy | Process heating,TWh,FALSE,TWh,en_consumption,energy_cons
30,Fuel consumption and technologies used in the heating/cooling sector,Useful Energy | Space cooling,TWh,FALSE,TWh,en_consumption,energy_cons
30,Fuel consumption and technologies used in the heating/cooling sector,Useful Energy | Space heating,TWh,FALSE,TWh,en_consumption,energy_cons
30,Fuel consumption and technologies used in the heating/cooling sector,Useful Energy | Total Heating and Cooling,TWh,FALSE,TWh,en_consumption,energy_cons
30,Fuel consumption and technologies used in the heating/cooling sector,Useful Energy | Water heating,TWh,FALSE,TWh,en_consumption,energy_cons
31,INTERREG GRETA,Climate zones,-,TRUE,dimensionless,climate,environmental
31,INTERREG GRETA,Geothermal energy potential,MWh/year,TRUE,MWh,en_production,energy_prod
31,INTERREG GRETA,Geothermal power potential,W,TRUE,W,en_power,energy_cap
31,INTERREG GRETA,Ground conductivity,W/(m K),TRUE,W/(m K),conductivity,environmental
31,INTERREG GRETA,Land surface temperature,°C,TRUE,°C,climate_temp,environmental
31,INTERREG GRETA,length of the heating season,hours,TRUE,h,time,environmental
33,Building Height,Building height,m,NULL,m,built_env,buildings
35,European Settlement Map,Land use,,TRUE,dimensionless,land_use,environmental
42,National Housing Census: type of living quarter by country,Non-residential buildings : Conventional dwellings,Number,FALSE,Number,built_env,buildings
42,National Housing Census: type of living quarter by country,Non-residential buildings : Occupied conventional dwellings,Number,FALSE,Number,built_env,buildings
42,National Housing Census: type of living quarter by country,Non-residential buildings : Unknown,Number,FALSE,Number,built_env,buildings
42,National Housing Census: type of living quarter by country,Non-residential buildings : Unoccupied conventional dwellings,Number,FALSE,Number,built_env,buildings
